CustomerID,Segment,Currency
11559,LAM,CZK
11560,LAM,CZK
11562,KAM,CZK
11563,LAM,CZK
11566,SME,CZK
11567,KAM,CZK
11569,SME,CZK
11572,KAM,CZK
11573,SME,CZK
11575,KAM,CZK
11576,KAM,CZK
11577,KAM,CZK
11578,KAM,CZK
11579,KAM,CZK
11580,KAM,CZK
11581,SME,CZK
11585,SME,CZK
11587,LAM,CZK
11588,KAM,CZK
11589,SME,CZK
11591,SME,CZK
11593,SME,CZK
11594,SME,CZK
11596,SME,CZK
11597,KAM,CZK
11601,SME,CZK
11602,SME,CZK
11603,SME,CZK
11606,SME,CZK
11607,SME,CZK
11608,SME,CZK
11610,SME,CZK
11611,SME,CZK
11614,KAM,CZK
11616,SME,CZK
11618,SME,CZK
11619,SME,CZK
11621,LAM,CZK
11622,SME,CZK
11624,SME,CZK
11625,SME,CZK
11627,SME,CZK
11628,LAM,CZK
11629,SME,CZK
11631,SME,CZK
11632,SME,CZK
11638,SME,CZK
11639,SME,CZK
11640,SME,CZK
11641,SME,CZK
11642,SME,CZK
11643,SME,CZK
11644,SME,CZK
11645,SME,CZK
11646,SME,CZK
11647,SME,CZK
11648,SME,CZK
11650,LAM,CZK
11651,SME,CZK
11652,SME,CZK
11653,SME,CZK
11655,SME,CZK
11657,SME,CZK
11658,SME,CZK
11659,LAM,CZK
11662,SME,CZK
11663,SME,CZK
11664,SME,CZK
11668,SME,CZK
11671,SME,CZK
11672,SME,CZK
11673,LAM,CZK
11674,LAM,CZK
11675,SME,CZK
11676,SME,CZK
11680,KAM,CZK
11681,KAM,CZK
11684,SME,CZK
11685,SME,CZK
11687,SME,CZK
11688,SME,CZK
11689,SME,CZK
11692,SME,CZK
11693,LAM,CZK
11695,SME,CZK
11696,LAM,CZK
11698,SME,CZK
11701,LAM,CZK
11702,SME,CZK
11714,SME,CZK
11716,SME,CZK
11718,SME,CZK
11719,SME,CZK
11720,LAM,CZK
11721,SME,CZK
11723,SME,CZK
11726,LAM,CZK
11727,LAM,CZK
11730,LAM,CZK
11732,LAM,CZK
11733,SME,CZK
11741,LAM,CZK
11743,LAM,CZK
11745,SME,CZK
11746,SME,CZK
11747,LAM,CZK
11748,SME,CZK
11750,SME,CZK
11751,SME,CZK
11752,SME,CZK
11756,KAM,CZK
11757,KAM,CZK
11758,LAM,CZK
11759,SME,CZK
11760,LAM,CZK
11762,SME,CZK
11764,LAM,CZK
11765,SME,CZK
11766,SME,CZK
11767,LAM,CZK
11772,SME,CZK
11773,SME,CZK
11776,KAM,CZK
11777,SME,CZK
11778,SME,CZK
11779,LAM,CZK
11780,SME,CZK
11781,SME,CZK
11782,SME,CZK
11783,SME,CZK
11785,SME,CZK
11786,SME,CZK
11788,LAM,CZK
11789,SME,CZK
11790,SME,CZK
11796,LAM,CZK
11797,LAM,CZK
11800,SME,CZK
11801,SME,CZK
11803,LAM,CZK
11804,SME,CZK
11806,KAM,CZK
11807,SME,CZK
11809,SME,CZK
11810,SME,CZK
11812,SME,CZK
11813,SME,CZK
11815,LAM,CZK
11816,SME,CZK
11817,SME,CZK
11820,KAM,CZK
11821,SME,CZK
11823,SME,CZK
11824,SME,CZK
11826,LAM,CZK
11827,LAM,CZK
11829,SME,CZK
11831,LAM,CZK
11832,SME,CZK
11834,LAM,CZK
11837,SME,CZK
11838,SME,CZK
11839,SME,CZK
11840,SME,CZK
11844,LAM,CZK
11845,SME,CZK
11846,SME,CZK
11848,SME,CZK
11849,SME,CZK
11850,SME,CZK
11851,SME,CZK
11854,SME,CZK
11855,LAM,CZK
11857,SME,CZK
11860,KAM,CZK
11864,SME,CZK
11865,KAM,CZK
11868,SME,CZK
11871,KAM,CZK
11872,KAM,CZK
11873,KAM,CZK
11874,KAM,CZK
11875,KAM,CZK
11876,KAM,CZK
11877,KAM,CZK
11878,KAM,CZK
11879,KAM,CZK
11880,KAM,CZK
11881,SME,CZK
11883,SME,CZK
11885,SME,CZK
11888,SME,CZK
11891,LAM,CZK
11892,LAM,CZK
11893,SME,CZK
11897,SME,CZK
11899,SME,CZK
11900,SME,CZK
11902,SME,CZK
11903,SME,CZK
11909,LAM,CZK
11910,SME,CZK
11911,SME,CZK
11912,KAM,CZK
11913,SME,CZK
11914,SME,CZK
11915,SME,CZK
11916,SME,CZK
11918,SME,CZK
11919,KAM,CZK
11921,SME,CZK
11922,SME,CZK
11923,SME,CZK
11924,SME,CZK
11925,SME,CZK
11928,SME,CZK
11929,SME,CZK
11930,SME,CZK
11931,LAM,CZK
11932,SME,CZK
11933,SME,CZK
11936,SME,CZK
11938,SME,CZK
11939,SME,CZK
11941,LAM,CZK
11943,SME,CZK
11946,SME,CZK
11947,SME,CZK
11949,SME,CZK
11951,SME,CZK
11956,SME,CZK
11962,KAM,CZK
11963,LAM,CZK
11964,SME,CZK
11966,SME,CZK
11967,KAM,CZK
11970,SME,CZK
11973,SME,CZK
11974,SME,CZK
11975,SME,CZK
11977,SME,CZK
11978,SME,CZK
11979,LAM,CZK
11980,SME,CZK
11982,SME,CZK
11983,KAM,CZK
11987,SME,CZK
11991,SME,CZK
11993,LAM,CZK
11994,SME,CZK
11996,KAM,CZK
11998,SME,CZK
11999,SME,CZK
12001,SME,CZK
12002,SME,CZK
12004,SME,CZK
12005,SME,CZK
12007,LAM,CZK
12008,KAM,CZK
12009,SME,CZK
12010,SME,CZK
12011,SME,CZK
12013,SME,CZK
12015,KAM,CZK
12017,KAM,CZK
12018,LAM,CZK
12019,SME,CZK
12020,LAM,CZK
12021,LAM,CZK
12022,SME,CZK
12023,LAM,CZK
12024,SME,CZK
12026,LAM,CZK
12028,SME,CZK
12030,SME,CZK
12031,SME,CZK
12033,SME,CZK
12036,SME,CZK
12037,SME,CZK
12038,LAM,CZK
12039,LAM,CZK
12040,SME,CZK
12041,SME,CZK
12043,SME,CZK
12047,SME,CZK
12048,SME,CZK
12049,SME,CZK
12050,SME,CZK
12051,SME,CZK
12053,KAM,CZK
12054,LAM,CZK
12059,SME,CZK
12060,SME,CZK
12061,SME,CZK
12062,KAM,CZK
12063,SME,CZK
12064,KAM,CZK
12065,SME,CZK
12068,KAM,CZK
12069,LAM,CZK
12070,LAM,CZK
12071,SME,CZK
12073,SME,CZK
12074,SME,CZK
12075,LAM,CZK
12076,SME,CZK
12081,SME,CZK
12082,KAM,CZK
12083,SME,CZK
12087,KAM,CZK
12089,SME,CZK
12090,SME,CZK
12091,SME,CZK
12092,LAM,CZK
12093,SME,CZK
12098,SME,CZK
12099,SME,CZK
12101,SME,CZK
12102,SME,CZK
12104,KAM,CZK
12105,SME,CZK
12111,SME,CZK
12119,LAM,CZK
12120,SME,CZK
12123,SME,CZK
12125,SME,CZK
12128,SME,CZK
12129,SME,CZK
12130,SME,CZK
12133,SME,CZK
12134,SME,CZK
12135,LAM,CZK
12136,SME,CZK
12139,SME,CZK
12140,SME,CZK
12141,LAM,CZK
12142,SME,CZK
12148,LAM,CZK
12150,SME,CZK
12152,LAM,CZK
12154,SME,CZK
12155,SME,CZK
12157,SME,CZK
12160,SME,CZK
12161,KAM,CZK
12163,SME,CZK
12164,SME,CZK
12166,SME,CZK
12167,KAM,CZK
12168,SME,CZK
12170,SME,CZK
12171,KAM,CZK
12174,SME,CZK
12177,SME,CZK
12179,SME,CZK
12180,SME,CZK
12181,SME,CZK
12184,SME,CZK
12189,SME,CZK
12193,SME,CZK
12201,SME,CZK
12202,SME,CZK
12204,LAM,CZK
12205,LAM,CZK
12206,SME,CZK
12207,LAM,CZK
12211,SME,CZK
12212,SME,CZK
12213,SME,CZK
12214,SME,CZK
12215,SME,CZK
12216,SME,CZK
12219,SME,CZK
12221,KAM,CZK
12223,KAM,CZK
12225,SME,CZK
12227,SME,CZK
12229,SME,CZK
12230,SME,CZK
12231,KAM,CZK
12233,LAM,CZK
12235,SME,CZK
12238,LAM,CZK
12241,SME,CZK
12244,SME,CZK
12245,SME,CZK
12247,SME,CZK
12248,SME,CZK
12254,SME,CZK
12255,SME,CZK
12256,SME,CZK
12259,SME,CZK
12263,SME,CZK
12266,SME,CZK
12271,SME,CZK
12273,LAM,CZK
12275,SME,CZK
12276,SME,CZK
12277,SME,CZK
12278,SME,CZK
12282,KAM,CZK
12284,KAM,CZK
12285,SME,CZK
12286,SME,CZK
12290,SME,CZK
12291,SME,CZK
12293,SME,CZK
12295,LAM,CZK
12296,KAM,CZK
12298,SME,CZK
12299,SME,CZK
12301,SME,CZK
12302,LAM,CZK
12303,SME,CZK
12307,LAM,CZK
12308,SME,CZK
12310,KAM,CZK
12312,SME,CZK
12315,SME,CZK
12316,SME,CZK
12318,KAM,CZK
12319,SME,CZK
12320,SME,CZK
12322,SME,CZK
12325,KAM,CZK
12326,SME,CZK
12327,SME,CZK
12328,SME,CZK
12329,LAM,CZK
12330,SME,CZK
12331,SME,CZK
12334,SME,CZK
12337,SME,CZK
12338,SME,CZK
12340,SME,CZK
12342,SME,CZK
12343,SME,CZK
12345,SME,CZK
12348,SME,CZK
12350,SME,CZK
12351,SME,CZK
12354,SME,CZK
12355,SME,CZK
12358,SME,CZK
12359,SME,CZK
12360,SME,CZK
12362,LAM,CZK
12363,SME,CZK
12364,SME,CZK
12366,SME,CZK
12370,SME,CZK
12371,LAM,CZK
12372,SME,CZK
12375,SME,CZK
12377,SME,CZK
12378,LAM,CZK
12380,SME,CZK
12381,SME,CZK
12382,SME,CZK
12385,LAM,CZK
12386,SME,CZK
12387,SME,CZK
12388,SME,CZK
12390,SME,CZK
12391,SME,CZK
12394,LAM,CZK
12395,SME,CZK
12398,SME,CZK
12399,SME,CZK
12400,SME,CZK
12401,SME,CZK
12402,SME,CZK
12403,SME,CZK
12404,SME,CZK
12407,LAM,CZK
12408,SME,CZK
12409,SME,CZK
12411,SME,CZK
12412,SME,CZK
12414,SME,CZK
12418,SME,CZK
12420,SME,CZK
12424,LAM,CZK
12426,SME,CZK
12429,SME,CZK
12431,LAM,CZK
12432,SME,CZK
12434,LAM,CZK
12435,LAM,CZK
12437,LAM,CZK
12441,LAM,CZK
12446,LAM,CZK
12447,LAM,CZK
12449,SME,CZK
12450,SME,CZK
12451,SME,CZK
12453,SME,CZK
12454,LAM,CZK
12455,LAM,CZK
12458,SME,CZK
12459,KAM,CZK
12468,SME,CZK
12469,SME,CZK
12470,LAM,CZK
12472,SME,CZK
12473,SME,CZK
12476,LAM,CZK
12477,SME,CZK
12480,LAM,CZK
12481,SME,CZK
12482,SME,CZK
12483,SME,CZK
12485,KAM,CZK
12486,SME,CZK
12488,SME,CZK
12489,SME,CZK
12490,SME,CZK
12492,SME,CZK
12493,SME,CZK
12497,SME,CZK
12499,SME,CZK
12502,SME,CZK
12503,SME,CZK
12504,LAM,CZK
12507,SME,CZK
12510,SME,CZK
12511,SME,CZK
12513,KAM,CZK
12519,SME,CZK
12520,SME,CZK
12521,SME,CZK
12523,SME,CZK
12524,SME,CZK
12525,SME,CZK
12526,SME,CZK
12527,SME,CZK
12528,LAM,CZK
12529,LAM,CZK
12531,LAM,CZK
12532,SME,CZK
12533,SME,CZK
12537,SME,CZK
12539,SME,CZK
12542,SME,CZK
12543,SME,CZK
12544,SME,CZK
12547,SME,CZK
12548,SME,CZK
12549,SME,CZK
12550,SME,CZK
12552,LAM,CZK
12554,LAM,CZK
12555,SME,CZK
12556,SME,CZK
12559,SME,CZK
12561,SME,CZK
12563,SME,CZK
12567,SME,CZK
12568,SME,CZK
12569,SME,CZK
12570,LAM,CZK
12575,SME,CZK
12576,KAM,CZK
12577,LAM,CZK
12579,SME,CZK
12581,LAM,CZK
12583,SME,CZK
12585,SME,CZK
12587,SME,CZK
12588,SME,CZK
12589,SME,CZK
12591,SME,CZK
12594,SME,CZK
12595,LAM,CZK
12596,SME,CZK
12597,SME,CZK
12599,LAM,CZK
12601,SME,CZK
12602,SME,CZK
12603,SME,CZK
12604,SME,CZK
12605,SME,CZK
12608,SME,CZK
12609,SME,CZK
12610,SME,CZK
12613,SME,CZK
12615,SME,CZK
12621,SME,CZK
12623,SME,CZK
12624,SME,CZK
12625,SME,CZK
12630,KAM,CZK
12631,KAM,CZK
12633,LAM,CZK
12634,SME,CZK
12635,SME,CZK
12636,SME,CZK
12637,SME,CZK
12640,SME,CZK
12643,SME,CZK
12644,SME,CZK
12645,SME,CZK
12651,LAM,CZK
12653,SME,CZK
12654,LAM,CZK
12655,SME,CZK
12657,SME,CZK
12658,SME,CZK
12659,SME,CZK
12661,SME,CZK
12664,SME,CZK
12665,SME,CZK
12666,SME,CZK
12668,SME,CZK
12670,SME,CZK
12672,LAM,CZK
12673,SME,CZK
12676,SME,CZK
12677,SME,CZK
12682,LAM,CZK
12684,SME,CZK
12685,SME,CZK
12686,SME,CZK
12687,SME,CZK
12688,SME,CZK
12689,SME,CZK
12692,SME,CZK
12693,KAM,CZK
12694,LAM,CZK
12695,SME,CZK
12698,SME,CZK
12699,SME,CZK
12701,SME,CZK
12702,KAM,CZK
12703,SME,CZK
12706,SME,CZK
12708,SME,CZK
12709,SME,CZK
12711,LAM,CZK
12712,SME,CZK
12714,SME,CZK
12718,SME,CZK
12720,SME,CZK
12722,SME,CZK
12725,KAM,CZK
12726,SME,CZK
12728,SME,CZK
12729,SME,CZK
12731,SME,CZK
12733,SME,CZK
12734,SME,CZK
12735,LAM,CZK
12736,SME,CZK
12738,SME,CZK
12740,SME,CZK
12741,SME,CZK
12743,SME,CZK
12744,SME,CZK
12747,SME,CZK
12748,SME,CZK
12751,SME,CZK
12753,SME,CZK
12757,SME,CZK
12759,SME,CZK
12760,SME,CZK
12762,LAM,CZK
12763,SME,CZK
12765,SME,CZK
12766,SME,CZK
12768,SME,CZK
12769,SME,CZK
12770,SME,CZK
12771,SME,CZK
12773,SME,CZK
12774,SME,CZK
12776,KAM,CZK
12778,LAM,CZK
12779,LAM,CZK
12780,LAM,CZK
12781,SME,CZK
12782,LAM,CZK
12783,LAM,CZK
12785,SME,CZK
12786,SME,CZK
12787,SME,CZK
12788,SME,CZK
12789,SME,CZK
12791,SME,CZK
12792,SME,CZK
12793,SME,CZK
12796,SME,CZK
12800,LAM,CZK
12801,SME,CZK
12802,LAM,CZK
12803,SME,CZK
12804,SME,CZK
12805,SME,CZK
12807,SME,CZK
12808,LAM,CZK
12809,SME,CZK
12812,SME,CZK
12813,SME,CZK
12817,SME,CZK
12818,SME,CZK
12819,SME,CZK
12821,LAM,CZK
12823,SME,CZK
12824,LAM,CZK
12827,SME,CZK
12830,SME,CZK
12832,LAM,CZK
12836,SME,CZK
12840,KAM,CZK
12841,LAM,CZK
12842,KAM,CZK
12845,SME,CZK
12846,LAM,CZK
12847,KAM,CZK
12848,SME,CZK
12849,SME,CZK
12850,KAM,CZK
12851,LAM,CZK
12852,LAM,CZK
12855,SME,CZK
12859,SME,CZK
12860,SME,CZK
12861,SME,CZK
12864,SME,CZK
12866,SME,CZK
12870,SME,CZK
12871,SME,CZK
12872,SME,CZK
12873,SME,CZK
12874,SME,CZK
12875,SME,CZK
12876,SME,CZK
12878,SME,CZK
12880,SME,CZK
12881,SME,CZK
12882,LAM,CZK
12884,SME,CZK
12889,SME,CZK
12893,SME,CZK
12895,SME,CZK
12896,SME,CZK
12897,SME,CZK
12898,SME,CZK
12901,SME,CZK
12902,SME,CZK
12903,SME,CZK
12905,LAM,CZK
12906,SME,CZK
12909,LAM,CZK
12910,SME,CZK
12911,SME,CZK
12912,KAM,CZK
12914,SME,CZK
12915,SME,CZK
12916,SME,CZK
12917,KAM,CZK
12920,SME,CZK
12921,SME,CZK
12922,SME,CZK
12924,SME,CZK
12929,SME,CZK
12930,SME,CZK
12931,LAM,CZK
12932,SME,CZK
12933,SME,CZK
12936,SME,CZK
12937,SME,CZK
12938,SME,CZK
12940,SME,CZK
12943,SME,CZK
12944,SME,CZK
12945,SME,CZK
12946,SME,CZK
12947,SME,CZK
12948,SME,CZK
12950,LAM,CZK
12953,SME,CZK
12954,SME,CZK
12955,LAM,CZK
12956,LAM,CZK
12958,SME,CZK
12959,SME,CZK
12961,LAM,CZK
12963,SME,CZK
12965,LAM,CZK
12967,SME,CZK
12968,SME,CZK
12969,SME,CZK
12970,SME,CZK
12974,SME,CZK
12978,SME,CZK
12980,SME,CZK
12981,SME,CZK
12982,SME,CZK
12983,SME,CZK
12984,SME,CZK
12986,LAM,CZK
12987,SME,CZK
12989,KAM,CZK
12990,SME,CZK
12991,SME,CZK
12992,SME,CZK
12994,SME,CZK
12995,LAM,CZK
12997,SME,CZK
12998,SME,CZK
12999,SME,CZK
13000,SME,CZK
13001,SME,CZK
13002,SME,CZK
13004,SME,CZK
13005,SME,CZK
13006,SME,CZK
13007,LAM,CZK
13008,SME,CZK
13009,SME,CZK
13018,SME,CZK
13019,SME,CZK
13020,SME,CZK
13021,SME,CZK
13022,SME,CZK
13023,SME,CZK
13024,SME,CZK
13025,SME,CZK
13026,SME,CZK
13029,SME,CZK
13030,SME,CZK
13031,SME,CZK
13037,SME,CZK
13039,LAM,CZK
13043,SME,CZK
13044,SME,CZK
13045,SME,CZK
13046,SME,CZK
13048,SME,CZK
13050,KAM,CZK
13051,SME,CZK
13052,SME,CZK
13054,SME,CZK
13055,SME,CZK
13056,SME,CZK
13057,LAM,CZK
13059,LAM,CZK
13061,LAM,CZK
13062,SME,CZK
13063,LAM,CZK
13065,SME,CZK
13066,LAM,CZK
13067,SME,CZK
13071,SME,CZK
13072,SME,CZK
13074,SME,CZK
13077,SME,CZK
13079,SME,CZK
13080,SME,CZK
13081,LAM,CZK
13082,LAM,CZK
13083,SME,CZK
13084,LAM,CZK
13085,SME,CZK
13087,SME,CZK
13088,SME,CZK
13090,SME,CZK
13091,SME,CZK
13092,SME,CZK
13093,SME,CZK
13095,SME,CZK
13097,SME,CZK
13098,SME,CZK
13101,LAM,CZK
13102,SME,CZK
13103,SME,CZK
13104,SME,CZK
13106,SME,CZK
13108,SME,CZK
13109,SME,CZK
13110,SME,CZK
13113,SME,CZK
13115,SME,CZK
13116,SME,CZK
13117,SME,CZK
13118,LAM,CZK
13119,SME,CZK
13120,SME,CZK
13121,SME,CZK
13123,SME,CZK
13125,SME,CZK
13126,SME,CZK
13127,SME,CZK
13128,LAM,CZK
13130,KAM,CZK
13131,SME,CZK
13132,SME,CZK
13133,SME,CZK
13137,SME,CZK
13139,SME,CZK
13140,SME,CZK
13141,SME,CZK
13142,LAM,CZK
13144,SME,CZK
13145,SME,CZK
13146,LAM,CZK
13150,SME,CZK
13151,SME,CZK
13153,LAM,CZK
13159,SME,CZK
13162,KAM,CZK
13163,LAM,CZK
13164,SME,CZK
13165,SME,CZK
13167,SME,CZK
13169,SME,CZK
13172,SME,CZK
13173,SME,CZK
13174,LAM,CZK
13176,SME,CZK
13178,LAM,CZK
13180,SME,CZK
13181,SME,CZK
13182,SME,CZK
13183,LAM,CZK
13184,SME,CZK
13185,SME,CZK
13186,SME,CZK
13189,SME,CZK
13191,SME,CZK
13192,SME,CZK
13193,SME,CZK
13195,LAM,CZK
13197,SME,CZK
13199,LAM,CZK
13201,KAM,CZK
13202,SME,CZK
13205,KAM,CZK
13208,LAM,CZK
13210,SME,CZK
13215,KAM,CZK
13217,SME,CZK
13218,SME,CZK
13222,LAM,CZK
13223,LAM,CZK
13225,SME,CZK
13226,SME,CZK
13227,LAM,CZK
13228,SME,CZK
13229,SME,CZK
13230,SME,CZK
13232,SME,CZK
13233,LAM,CZK
13236,SME,CZK
13237,LAM,CZK
13238,SME,CZK
13239,SME,CZK
13240,SME,CZK
13242,SME,CZK
13243,SME,CZK
13244,SME,CZK
13245,SME,CZK
13246,SME,CZK
13248,SME,CZK
13250,SME,CZK
13251,SME,CZK
13252,SME,CZK
13254,SME,CZK
13255,SME,CZK
13257,SME,CZK
13266,LAM,CZK
13270,SME,CZK
13271,SME,CZK
13272,SME,CZK
13274,KAM,CZK
13275,SME,CZK
13276,SME,CZK
13279,SME,CZK
13283,SME,CZK
13286,SME,CZK
13288,SME,CZK
13291,SME,CZK
13293,SME,CZK
13298,SME,CZK
13301,LAM,CZK
13302,LAM,CZK
13303,SME,CZK
13306,SME,CZK
13307,SME,CZK
13309,SME,CZK
13310,SME,CZK
13313,SME,CZK
13314,SME,CZK
13316,SME,CZK
13317,SME,CZK
13324,KAM,CZK
13325,KAM,CZK
13328,SME,CZK
13331,SME,CZK
13332,KAM,CZK
13333,SME,CZK
13334,SME,CZK
13338,SME,CZK
13339,SME,CZK
13340,SME,CZK
13341,SME,CZK
13344,LAM,CZK
13345,SME,CZK
13348,SME,CZK
13351,SME,CZK
13353,SME,CZK
13354,SME,CZK
13355,SME,CZK
13356,SME,CZK
13357,SME,CZK
13358,LAM,CZK
13359,KAM,CZK
13360,SME,CZK
13363,SME,CZK
13364,LAM,CZK
13365,SME,CZK
13366,SME,CZK
13371,SME,CZK
13374,LAM,CZK
13376,SME,CZK
13377,SME,CZK
13378,SME,CZK
13380,SME,CZK
13382,SME,CZK
13383,SME,CZK
13384,SME,CZK
13389,SME,CZK
13392,SME,CZK
13393,SME,CZK
13396,SME,CZK
13397,SME,CZK
13404,SME,CZK
13407,SME,CZK
13408,SME,CZK
13411,SME,CZK
13414,SME,CZK
13415,SME,CZK
13416,SME,CZK
13417,SME,CZK
13418,SME,CZK
13421,SME,CZK
13422,SME,CZK
13425,LAM,CZK
13426,SME,CZK
13427,LAM,CZK
13428,SME,CZK
13429,SME,CZK
13435,SME,CZK
13440,LAM,CZK
13445,LAM,CZK
13448,SME,CZK
13449,SME,CZK
13450,SME,CZK
13451,SME,CZK
13460,SME,CZK
13463,SME,CZK
13465,SME,CZK
13466,SME,CZK
13467,SME,CZK
13468,SME,CZK
13469,SME,CZK
13470,SME,CZK
13474,SME,CZK
13479,SME,CZK
13480,SME,CZK
13481,SME,CZK
13482,SME,CZK
13483,KAM,CZK
13485,SME,CZK
13490,LAM,CZK
13491,LAM,CZK
13492,SME,CZK
13494,SME,CZK
13495,SME,CZK
13496,SME,CZK
13500,SME,CZK
13506,SME,CZK
13507,SME,CZK
13508,SME,CZK
13512,SME,CZK
13513,LAM,CZK
13514,SME,CZK
13518,SME,CZK
13523,SME,CZK
13524,SME,CZK
13526,SME,CZK
13528,SME,CZK
13529,LAM,CZK
13531,SME,CZK
13532,LAM,CZK
13533,SME,CZK
13534,SME,CZK
13535,SME,CZK
13536,SME,CZK
13538,SME,CZK
13542,SME,CZK
13543,SME,CZK
13545,KAM,CZK
13546,SME,CZK
13547,SME,CZK
13549,KAM,CZK
13550,SME,CZK
13553,SME,CZK
13554,SME,CZK
13558,SME,CZK
13559,SME,CZK
13560,SME,CZK
13561,SME,CZK
13562,SME,CZK
13565,SME,CZK
13566,SME,CZK
13568,SME,CZK
13573,LAM,CZK
13574,SME,CZK
13577,SME,CZK
13586,SME,CZK
13597,SME,CZK
13598,LAM,CZK
13599,SME,CZK
13600,SME,CZK
13603,SME,CZK
13604,SME,CZK
13605,SME,CZK
13608,SME,CZK
13609,SME,CZK
13610,SME,CZK
13611,SME,CZK
13612,SME,CZK
13613,SME,CZK
13615,SME,CZK
13616,SME,CZK
13617,SME,CZK
13621,SME,CZK
13622,KAM,CZK
13623,SME,CZK
13625,SME,CZK
13626,KAM,CZK
13628,LAM,CZK
13629,SME,CZK
13632,SME,CZK
13637,SME,CZK
13642,SME,CZK
13645,SME,CZK
13647,SME,CZK
13649,SME,CZK
13650,SME,CZK
13651,SME,CZK
13652,SME,CZK
13653,SME,CZK
13654,SME,CZK
13656,LAM,CZK
13658,SME,CZK
13659,LAM,CZK
13660,LAM,CZK
13663,KAM,CZK
13664,SME,CZK
13665,KAM,CZK
13668,SME,CZK
13669,KAM,CZK
13671,SME,CZK
13672,SME,CZK
13676,SME,CZK
13679,SME,CZK
13681,SME,CZK
13682,LAM,CZK
13685,SME,CZK
13688,SME,CZK
13690,SME,CZK
13695,SME,CZK
13696,SME,CZK
13697,SME,CZK
13699,SME,CZK
13700,KAM,CZK
13701,LAM,CZK
13703,SME,CZK
13704,SME,CZK
13705,SME,CZK
13706,SME,CZK
13709,SME,CZK
13712,SME,CZK
13714,SME,CZK
13717,SME,CZK
13720,SME,CZK
13721,SME,CZK
13724,SME,CZK
13725,SME,CZK
13726,SME,CZK
13727,SME,CZK
13728,SME,CZK
13729,LAM,CZK
13732,SME,CZK
13733,SME,CZK
13734,SME,CZK
13735,SME,CZK
13737,SME,CZK
13739,KAM,CZK
13740,SME,CZK
13741,SME,CZK
13742,SME,CZK
13743,SME,CZK
13748,SME,CZK
13750,SME,CZK
13752,SME,CZK
13758,SME,CZK
13759,KAM,CZK
13760,SME,CZK
13762,SME,CZK
13763,SME,CZK
13764,KAM,CZK
13766,SME,CZK
13767,LAM,CZK
13769,SME,CZK
13771,SME,CZK
13773,LAM,CZK
13775,SME,CZK
13777,LAM,CZK
13778,LAM,CZK
13780,SME,CZK
13783,SME,CZK
13785,SME,CZK
13787,SME,CZK
13788,SME,CZK
13791,SME,CZK
13794,KAM,CZK
13795,SME,CZK
13796,SME,CZK
13797,SME,CZK
13799,SME,CZK
13801,SME,CZK
13804,SME,CZK
13806,SME,CZK
13807,SME,CZK
13808,SME,CZK
13809,SME,CZK
13810,SME,CZK
13811,SME,CZK
13812,SME,CZK
13813,SME,CZK
13819,SME,CZK
13820,SME,CZK
13821,SME,CZK
13824,LAM,CZK
13825,LAM,CZK
13826,SME,CZK
13827,SME,CZK
13828,SME,CZK
13829,LAM,CZK
13830,LAM,CZK
13832,SME,CZK
13833,SME,CZK
13837,SME,CZK
13838,SME,CZK
13839,SME,CZK
13842,SME,CZK
13843,SME,CZK
13845,SME,CZK
13847,SME,CZK
13849,SME,CZK
13853,SME,CZK
13854,SME,CZK
13855,SME,CZK
13858,SME,CZK
13859,SME,CZK
13863,SME,CZK
13865,SME,CZK
13866,SME,CZK
13867,SME,CZK
13868,LAM,CZK
13870,SME,CZK
13873,SME,CZK
13876,SME,CZK
13877,SME,CZK
13878,SME,CZK
13879,SME,CZK
13880,LAM,CZK
13882,SME,CZK
13884,SME,CZK
13888,SME,CZK
13893,SME,CZK
13895,SME,CZK
13897,SME,CZK
13898,SME,CZK
13901,SME,CZK
13903,SME,CZK
13904,SME,CZK
13905,KAM,CZK
13907,SME,CZK
13912,SME,CZK
13914,SME,CZK
13916,LAM,CZK
13917,SME,CZK
13918,SME,CZK
13920,SME,CZK
13921,SME,CZK
13922,SME,CZK
13923,SME,CZK
13924,SME,CZK
13927,SME,CZK
13928,SME,CZK
13929,SME,CZK
13931,LAM,CZK
13932,SME,CZK
13933,SME,CZK
13934,LAM,CZK
13936,SME,CZK
13938,LAM,CZK
13940,SME,CZK
13941,SME,CZK
13943,SME,CZK
13945,SME,CZK
13947,SME,CZK
13949,SME,CZK
13950,SME,CZK
13952,SME,CZK
13954,SME,CZK
13955,SME,CZK
13956,SME,CZK
13957,SME,CZK
13958,SME,CZK
13963,LAM,CZK
13965,LAM,CZK
13970,SME,CZK
13971,SME,CZK
13975,SME,CZK
13978,SME,CZK
13986,SME,CZK
13987,SME,CZK
13988,SME,CZK
13989,LAM,CZK
13992,SME,CZK
13993,SME,CZK
13997,LAM,CZK
13998,SME,CZK
14001,LAM,CZK
14003,SME,CZK
14005,SME,CZK
14009,SME,CZK
14011,SME,CZK
14013,SME,CZK
14014,SME,CZK
14015,SME,CZK
14016,SME,CZK
14018,SME,CZK
14019,LAM,CZK
14020,SME,CZK
14021,SME,CZK
14023,SME,CZK
14025,SME,CZK
14026,SME,CZK
14027,SME,CZK
14028,SME,CZK
14033,SME,CZK
14035,LAM,CZK
14038,KAM,CZK
14039,SME,CZK
14041,LAM,CZK
14043,SME,CZK
14048,LAM,CZK
14051,SME,CZK
14052,LAM,CZK
14055,SME,CZK
