GasStationID,ChainID,Country,Segment
1168,1,CZE,Premium
1169,16,CZE,Other
1170,9,CZE,"Value for money"
1171,6,CZE,Premium
1172,13,CZE,"Value for money"
1173,1,CZE,Premium
1174,33,CZE,Premium
1175,8,CZE,"Value for money"
1176,13,CZE,"Value for money"
1177,13,CZE,"Value for money"
1178,1,CZE,Premium
1179,1,CZE,Premium
1180,8,CZE,"Value for money"
1181,4,CZE,Premium
1182,2,CZE,Noname
1183,9,CZE,"Value for money"
1184,2,CZE,Noname
1185,9,CZE,"Value for money"
1186,2,CZE,Noname
1187,9,CZE,"Value for money"
1188,35,CZE,Discount
1189,1,CZE,Premium
1190,9,CZE,"Value for money"
1191,9,CZE,"Value for money"
1192,31,CZE,Premium
1193,1,CZE,Premium
1194,2,CZE,Noname
1195,2,CZE,Noname
1196,8,CZE,"Value for money"
1197,8,CZE,"Value for money"
1198,9,CZE,"Value for money"
1199,2,CZE,Noname
1200,2,CZE,Noname
1201,14,CZE,Noname
1202,13,CZE,"Value for money"
1203,33,CZE,Premium
1204,4,CZE,Premium
1205,4,CZE,Premium
1206,4,CZE,Premium
1207,4,CZE,Premium
1208,7,CZE,Other
1209,9,CZE,"Value for money"
1210,33,CZE,Premium
1211,2,CZE,Noname
1212,1,CZE,Premium
1213,14,CZE,Noname
1214,33,CZE,Premium
1215,9,CZE,"Value for money"
1216,4,CZE,Premium
1217,23,CZE,Other
1218,35,CZE,Discount
1219,33,CZE,Premium
1220,2,CZE,Noname
1221,33,CZE,Premium
1222,2,CZE,Noname
1223,4,CZE,Premium
1224,4,CZE,Premium
1225,3,CZE,Other
1226,9,CZE,"Value for money"
1227,9,CZE,"Value for money"
1228,9,CZE,"Value for money"
1229,9,CZE,"Value for money"
1230,2,CZE,Noname
1231,2,CZE,Noname
1232,13,CZE,"Value for money"
1233,2,CZE,Noname
1234,4,CZE,Premium
1235,2,CZE,Noname
1236,1,CZE,Premium
1237,2,CZE,Noname
1238,2,CZE,Noname
1239,26,CZE,Other
1240,33,CZE,Premium
1241,33,CZE,Premium
1242,2,CZE,Noname
1243,10,CZE,Other
1244,2,CZE,Noname
1245,14,CZE,Noname
1246,2,CZE,Noname
1247,35,CZE,Discount
1248,1,CZE,Premium
1249,2,CZE,Noname
1250,9,CZE,"Value for money"
1251,2,CZE,Noname
1252,26,CZE,Other
1253,9,CZE,"Value for money"
1254,13,CZE,"Value for money"
1255,2,CZE,Noname
1256,9,CZE,"Value for money"
1257,9,CZE,"Value for money"
1258,2,CZE,Noname
1259,9,CZE,"Value for money"
1260,2,CZE,Noname
1261,2,CZE,Noname
1262,4,CZE,Premium
1263,2,CZE,Noname
1264,9,CZE,"Value for money"
1265,1,CZE,Premium
1266,9,CZE,"Value for money"
1267,9,CZE,"Value for money"
1268,1,CZE,Premium
1269,2,CZE,Noname
1270,6,CZE,Premium
1271,1,CZE,Premium
1272,9,CZE,"Value for money"
1273,9,CZE,"Value for money"
1274,9,CZE,"Value for money"
1275,9,CZE,"Value for money"
1276,9,CZE,"Value for money"
1277,9,CZE,"Value for money"
1278,2,CZE,Noname
1279,6,CZE,Premium
1280,2,CZE,Noname
1281,33,CZE,Premium
1282,9,CZE,"Value for money"
1283,9,CZE,"Value for money"
1284,9,CZE,"Value for money"
1285,9,CZE,"Value for money"
1286,9,CZE,"Value for money"
1287,1,CZE,Premium
1288,9,CZE,"Value for money"
1289,9,CZE,"Value for money"
1290,9,CZE,"Value for money"
1291,9,CZE,"Value for money"
1292,9,CZE,"Value for money"
1293,9,CZE,"Value for money"
1294,9,CZE,"Value for money"
1295,9,CZE,"Value for money"
1296,9,CZE,"Value for money"
1297,13,CZE,"Value for money"
1298,2,CZE,Noname
1299,13,CZE,"Value for money"
1300,10,CZE,Other
1301,10,CZE,Other
1302,10,CZE,Other
1303,10,CZE,Other
1304,10,CZE,Other
1305,10,CZE,Other
1306,10,CZE,Other
1307,10,CZE,Other
1308,10,CZE,Other
1309,6,CZE,Premium
1310,6,CZE,Premium
1311,4,CZE,Premium
1312,33,CZE,Premium
1313,33,CZE,Premium
1314,2,CZE,Noname
1315,2,CZE,Noname
1316,14,CZE,Noname
1317,36,CZE,Other
1318,36,CZE,Other
1319,36,CZE,Other
1320,3,CZE,Other
1321,36,CZE,Other
1322,3,CZE,Other
1323,36,CZE,Other
1324,3,CZE,Other
1325,3,CZE,Other
1326,3,CZE,Other
1327,3,CZE,Other
1328,3,CZE,Other
1329,3,CZE,Other
1330,2,CZE,Noname
1331,9,CZE,"Value for money"
1332,2,CZE,Noname
1333,15,CZE,Premium
1334,4,CZE,Premium
1335,2,CZE,Noname
1336,9,CZE,"Value for money"
1337,2,CZE,Noname
1338,2,CZE,Noname
1339,33,CZE,Premium
1340,9,CZE,"Value for money"
1341,33,CZE,Premium
1342,2,CZE,Noname
1343,9,CZE,"Value for money"
1344,9,CZE,"Value for money"
1345,4,CZE,Premium
1346,8,CZE,"Value for money"
1347,4,CZE,Premium
1348,2,CZE,Noname
1349,4,CZE,Premium
1350,2,CZE,Noname
1351,2,CZE,Noname
1352,33,CZE,Premium
1353,2,CZE,Noname
1354,9,CZE,"Value for money"
1355,10,CZE,Other
1356,10,CZE,Other
1357,10,CZE,Other
1358,10,CZE,Other
1359,10,CZE,Other
1360,36,CZE,Other
1361,2,CZE,Noname
1362,2,CZE,Noname
1363,11,CZE,"Value for money"
1364,3,CZE,Other
1365,2,CZE,Noname
1366,10,CZE,Other
1367,3,CZE,Other
1368,2,CZE,Noname
1369,2,CZE,Noname
1370,30,CZE,Noname
1371,9,CZE,"Value for money"
1372,8,CZE,"Value for money"
1373,2,CZE,Noname
1374,1,CZE,Premium
1375,9,CZE,"Value for money"
1376,9,CZE,"Value for money"
1377,2,CZE,Noname
1378,2,CZE,Noname
1379,36,CZE,Other
1380,36,CZE,Other
1381,36,CZE,Other
1382,31,CZE,Premium
1383,3,CZE,Other
1384,4,CZE,Premium
1385,33,CZE,Premium
1386,1,CZE,Premium
1387,30,CZE,Noname
1388,2,CZE,Noname
1389,2,CZE,Noname
1390,34,CZE,Other
1391,3,CZE,Other
1392,2,CZE,Noname
1393,10,CZE,Other
1394,31,CZE,Premium
1395,13,CZE,"Value for money"
1396,3,CZE,Other
1397,2,CZE,Noname
1398,3,CZE,Other
1399,37,CZE,Other
1400,33,CZE,Premium
1401,21,CZE,Discount
1402,30,CZE,Noname
1403,33,CZE,Premium
1404,2,CZE,Noname
1405,24,CZE,Discount
1406,2,CZE,Noname
1407,3,CZE,Other
1408,32,CZE,Other
1409,4,CZE,Premium
1410,4,CZE,Premium
1411,33,CZE,Premium
1412,2,CZE,Noname
1413,2,CZE,Noname
1414,2,CZE,Noname
1415,14,CZE,Noname
1416,1,CZE,Premium
1417,11,CZE,"Value for money"
1418,35,CZE,Discount
1419,15,CZE,Premium
1420,2,CZE,Noname
1421,2,CZE,Noname
1422,9,CZE,"Value for money"
1423,2,CZE,Noname
1424,2,CZE,Noname
1425,31,CZE,Premium
1426,2,CZE,Noname
1427,13,CZE,"Value for money"
1428,3,CZE,Other
1429,3,CZE,Other
1430,3,CZE,Other
1431,3,CZE,Other
1432,2,CZE,Noname
1433,30,CZE,Noname
1434,35,CZE,Discount
1435,33,CZE,Premium
1436,9,CZE,"Value for money"
1437,4,CZE,Premium
1438,9,CZE,"Value for money"
1439,2,CZE,Noname
1440,4,CZE,Premium
1441,2,CZE,Noname
1442,6,CZE,Premium
1443,3,CZE,Other
1444,3,CZE,Other
1445,13,CZE,"Value for money"
1446,33,CZE,Premium
1447,11,CZE,"Value for money"
1448,2,CZE,Noname
1449,1,CZE,Premium
1450,36,CZE,Other
1451,6,CZE,Premium
1452,11,CZE,"Value for money"
1453,4,CZE,Premium
1454,11,CZE,"Value for money"
1455,9,CZE,"Value for money"
1456,10,CZE,Other
1457,2,CZE,Noname
1458,4,CZE,Premium
1459,1,CZE,Premium
1460,2,CZE,Noname
1461,9,CZE,"Value for money"
1462,9,CZE,"Value for money"
1463,243,CZE,Other
1464,2,CZE,Noname
1465,2,CZE,Noname
1466,2,CZE,Noname
1467,2,CZE,Noname
1468,32,CZE,Other
1469,36,CZE,Other
1470,1,CZE,Premium
1471,33,CZE,Premium
1472,1,CZE,Premium
1473,4,CZE,Premium
1474,33,CZE,Premium
1475,33,CZE,Premium
1476,33,CZE,Premium
1477,30,CZE,Noname
1478,2,CZE,Noname
1479,33,CZE,Premium
1480,1,CZE,Premium
1481,9,CZE,"Value for money"
1482,9,CZE,"Value for money"
1483,33,CZE,Premium
1484,9,CZE,"Value for money"
1485,2,CZE,Noname
1486,33,CZE,Premium
1487,39,CZE,Other
1488,33,CZE,Premium
1489,3,CZE,Other
1490,3,CZE,Other
1491,2,CZE,Noname
1492,3,CZE,Other
1493,36,CZE,Other
1494,36,CZE,Other
1495,10,CZE,Other
1496,35,CZE,Discount
1497,1,CZE,Premium
1498,3,CZE,Other
1499,10,CZE,Other
1500,41,CZE,Other
1501,3,CZE,Other
1502,2,CZE,Noname
1503,27,CZE,Noname
1504,3,CZE,Other
1505,3,CZE,Other
1506,3,CZE,Other
1507,3,CZE,Other
1508,3,CZE,Other
1509,36,CZE,Other
1510,36,CZE,Other
1511,3,CZE,Other
1512,3,CZE,Other
1513,3,CZE,Other
1514,3,CZE,Other
1515,2,CZE,Noname
1516,3,CZE,Other
1517,3,CZE,Other
1518,3,CZE,Other
1519,25,CZE,"Value for money"
1520,42,CZE,Other
1521,42,CZE,Other
1522,42,CZE,Other
1523,33,CZE,Premium
1524,31,CZE,Premium
1525,31,CZE,Premium
1526,3,CZE,Other
1527,33,CZE,Premium
1528,3,CZE,Other
1529,3,CZE,Other
1530,3,CZE,Other
1531,2,CZE,Noname
1532,25,CZE,"Value for money"
1533,8,CZE,"Value for money"
1534,6,CZE,Premium
1535,6,CZE,Premium
1536,6,CZE,Premium
1537,6,CZE,Premium
1538,6,CZE,Premium
1539,6,CZE,Premium
1540,6,CZE,Premium
1541,6,CZE,Premium
1542,6,CZE,Premium
1543,6,CZE,Premium
1544,13,CZE,"Value for money"
1545,33,CZE,Premium
1546,2,CZE,Noname
1547,3,CZE,Other
1548,7,CZE,Other
1549,7,CZE,Other
1550,33,CZE,Premium
1551,3,CZE,Other
1552,3,CZE,Other
1553,3,CZE,Other
1554,3,CZE,Other
1555,3,CZE,Other
1556,3,CZE,Other
1557,4,CZE,Premium
1558,4,CZE,Premium
1559,3,CZE,Other
1560,7,CZE,Other
1561,7,CZE,Other
1562,1,CZE,Premium
1563,3,CZE,Other
1564,3,CZE,Other
1565,4,CZE,Premium
1566,4,CZE,Premium
1567,2,CZE,Noname
1568,2,CZE,Noname
1569,2,CZE,Noname
1570,2,CZE,Noname
1571,13,CZE,"Value for money"
1572,3,CZE,Other
1573,3,CZE,Other
1574,3,CZE,Other
1575,3,CZE,Other
1576,2,CZE,Noname
1577,9,CZE,"Value for money"
1578,2,CZE,Noname
1579,2,CZE,Noname
1580,3,CZE,Other
1581,3,CZE,Other
1582,3,CZE,Other
1583,3,CZE,Other
1584,3,CZE,Other
1585,3,CZE,Other
1586,3,CZE,Other
1587,3,CZE,Other
1588,3,CZE,Other
1589,3,CZE,Other
1590,3,CZE,Other
1591,3,CZE,Other
1592,3,CZE,Other
1593,2,CZE,Noname
1594,2,CZE,Noname
1595,2,CZE,Noname
1596,2,CZE,Noname
1597,3,CZE,Other
1598,3,CZE,Other
1599,3,CZE,Other
1600,3,CZE,Other
1601,3,CZE,Other
1602,2,CZE,Noname
1603,2,CZE,Noname
1604,2,CZE,Noname
1605,10,CZE,Other
1606,10,CZE,Other
1607,3,CZE,Other
1608,3,CZE,Other
1609,3,CZE,Other
1610,3,CZE,Other
1611,2,CZE,Noname
1612,2,CZE,Noname
1613,3,CZE,Other
1614,3,CZE,Other
1615,2,CZE,Noname
1616,2,CZE,Noname
1617,3,CZE,Other
1618,3,CZE,Other
1619,2,CZE,Noname
1620,3,CZE,Other
1621,3,CZE,Other
1622,3,CZE,Other
1623,3,CZE,Other
1624,3,CZE,Other
1625,3,CZE,Other
1626,3,CZE,Other
1627,23,CZE,Other
1628,6,CZE,Premium
1629,3,CZE,Other
1630,6,CZE,Premium
1631,3,CZE,Other
1632,31,CZE,Premium
1633,2,CZE,Noname
1634,3,CZE,Other
1635,3,CZE,Other
1636,36,CZE,Other
1637,7,CZE,Other
1638,3,CZE,Other
1639,36,CZE,Other
1640,3,CZE,Other
1641,10,CZE,Other
1642,2,CZE,Noname
1643,3,CZE,Other
1644,3,CZE,Other
1645,3,CZE,Other
1646,3,CZE,Other
1647,3,CZE,Other
1648,1,CZE,Premium
1649,43,CZE,Other
1650,7,CZE,Other
1651,3,CZE,Other
1652,2,CZE,Noname
1653,4,CZE,Premium
1654,2,CZE,Noname
1655,6,CZE,Premium
1656,4,CZE,Premium
1657,2,CZE,Noname
1658,3,CZE,Other
1659,3,CZE,Other
1660,3,CZE,Other
1661,3,CZE,Other
1662,3,CZE,Other
1663,3,CZE,Other
1664,3,CZE,Other
1665,3,CZE,Other
1666,3,CZE,Other
1667,3,CZE,Other
1668,3,CZE,Other
1669,21,CZE,Discount
1670,33,CZE,Premium
1671,3,CZE,Other
1672,3,CZE,Other
1673,3,CZE,Other
1674,2,CZE,Noname
1675,3,CZE,Other
1676,3,CZE,Other
1677,3,CZE,Other
1678,10,CZE,Other
1679,3,CZE,Other
1680,21,CZE,Discount
1681,3,CZE,Other
1682,1,CZE,Premium
1683,3,CZE,Other
1684,3,CZE,Other
1685,3,CZE,Other
1686,3,CZE,Other
1687,3,CZE,Other
1688,3,CZE,Other
1689,3,CZE,Other
1690,3,CZE,Other
1691,3,CZE,Other
1692,16,CZE,Other
1693,3,CZE,Other
1694,10,CZE,Other
1695,3,CZE,Other
1696,3,CZE,Other
1697,1,CZE,Premium
1698,13,CZE,"Value for money"
1699,1,CZE,Premium
1700,10,CZE,Other
1701,10,CZE,Other
1702,3,CZE,Other
1703,3,CZE,Other
1704,3,CZE,Other
1705,3,CZE,Other
1706,3,CZE,Other
1707,3,CZE,Other
1708,3,CZE,Other
1709,2,CZE,Noname
1710,4,CZE,Premium
1711,14,CZE,Noname
1712,3,CZE,Other
1713,3,CZE,Other
1714,3,CZE,Other
1715,3,CZE,Other
1716,3,CZE,Other
1717,3,CZE,Other
1718,3,CZE,Other
1719,3,CZE,Other
1720,3,CZE,Other
1721,3,CZE,Other
1722,3,CZE,Other
1723,3,CZE,Other
1724,3,CZE,Other
1725,3,CZE,Other
1726,3,CZE,Other
1727,3,CZE,Other
1728,3,CZE,Other
1729,3,CZE,Other
1730,3,CZE,Other
1731,31,CZE,Premium
1732,3,CZE,Other
1733,3,CZE,Other
1734,3,CZE,Other
1735,3,CZE,Other
1736,3,CZE,Other
1737,3,CZE,Other
1738,3,CZE,Other
1739,3,CZE,Other
1740,3,CZE,Other
1741,3,CZE,Other
1742,3,CZE,Other
1743,3,CZE,Other
1744,3,CZE,Other
1745,3,CZE,Other
1746,45,CZE,Other
1747,45,CZE,Other
1748,3,CZE,Other
1749,3,CZE,Other
1750,3,CZE,Other
1751,3,CZE,Other
1752,3,CZE,Other
1753,3,CZE,Other
1754,3,CZE,Other
1755,3,CZE,Other
1756,3,CZE,Other
1757,3,CZE,Other
1758,3,CZE,Other
1759,3,CZE,Other
1760,3,CZE,Other
1761,3,CZE,Other
1762,3,CZE,Other
1763,3,CZE,Other
1764,3,CZE,Other
1765,3,CZE,Other
1766,3,CZE,Other
1767,3,CZE,Other
1768,3,CZE,Other
1769,3,CZE,Other
1770,3,CZE,Other
1771,3,CZE,Other
1772,3,CZE,Other
1773,3,CZE,Other
1774,3,CZE,Other
1775,3,CZE,Other
1776,3,CZE,Other
1777,3,CZE,Other
1778,3,CZE,Other
1779,3,CZE,Other
1780,3,CZE,Other
1781,3,CZE,Other
1782,3,CZE,Other
1783,3,CZE,Other
1784,3,CZE,Other
1785,3,CZE,Other
1786,3,CZE,Other
1787,3,CZE,Other
1788,3,CZE,Other
1789,3,CZE,Other
1790,3,CZE,Other
1791,3,CZE,Other
1792,3,CZE,Other
1793,3,CZE,Other
1794,3,CZE,Other
1795,3,CZE,Other
1796,3,CZE,Other
1797,3,CZE,Other
1798,3,CZE,Other
1799,3,CZE,Other
1800,3,CZE,Other
1801,3,CZE,Other
1802,3,CZE,Other
1803,3,CZE,Other
1804,3,CZE,Other
1805,3,CZE,Other
1806,3,CZE,Other
1807,3,CZE,Other
1808,3,CZE,Other
1809,3,CZE,Other
1810,3,CZE,Other
1811,3,CZE,Other
1812,3,CZE,Other
1813,3,CZE,Other
1814,44,CZE,Other
1815,44,CZE,Other
1816,44,CZE,Other
1817,44,CZE,Other
1818,3,CZE,Other
1819,3,CZE,Other
1820,3,CZE,Other
1821,3,CZE,Other
1822,3,CZE,Other
1823,3,CZE,Other
1824,3,CZE,Other
1825,3,CZE,Other
1826,3,CZE,Other
1827,3,CZE,Other
1828,3,CZE,Other
1829,3,CZE,Other
1830,3,CZE,Other
1831,3,CZE,Other
1832,3,CZE,Other
1833,3,CZE,Other
1834,3,CZE,Other
1835,3,CZE,Other
1836,3,CZE,Other
1837,36,CZE,Other
1838,3,CZE,Other
1839,3,CZE,Other
1840,3,CZE,Other
1841,3,CZE,Other
1842,3,CZE,Other
1843,3,CZE,Other
1844,3,CZE,Other
1845,3,CZE,Other
1846,3,CZE,Other
1847,3,CZE,Other
1848,3,CZE,Other
1849,3,CZE,Other
1850,3,CZE,Other
1851,3,CZE,Other
1852,2,CZE,Noname
1853,2,CZE,Noname
1854,3,CZE,Other
1855,3,CZE,Other
1856,3,CZE,Other
1857,3,CZE,Other
1858,3,CZE,Other
1859,3,CZE,Other
1860,3,CZE,Other
1861,3,CZE,Other
1862,3,CZE,Other
1863,3,CZE,Other
1864,3,CZE,Other
1865,32,CZE,Other
1866,2,CZE,Noname
1867,3,CZE,Other
1868,31,CZE,Premium
1869,3,CZE,Other
1870,3,CZE,Other
1871,3,CZE,Other
1872,3,CZE,Other
1873,3,CZE,Other
1874,3,CZE,Other
1875,3,CZE,Other
1876,3,CZE,Other
1877,3,CZE,Other
1878,3,CZE,Other
1879,45,CZE,Other
1880,45,CZE,Other
1881,3,CZE,Other
1882,3,CZE,Other
1883,3,CZE,Other
1884,3,CZE,Other
1885,2,CZE,Noname
1886,21,CZE,Discount
1887,21,CZE,Discount
1888,21,CZE,Discount
1889,6,CZE,Premium
1890,3,CZE,Other
1891,3,CZE,Other
1892,3,CZE,Other
1893,3,CZE,Other
1894,3,CZE,Other
1895,3,CZE,Other
1896,3,CZE,Other
1897,3,CZE,Other
1898,3,CZE,Other
1899,3,CZE,Other
1900,3,CZE,Other
1901,3,CZE,Other
1902,3,CZE,Other
1903,3,CZE,Other
1904,3,CZE,Other
1905,3,CZE,Other
1906,3,CZE,Other
1907,3,CZE,Other
1908,3,CZE,Other
1909,3,CZE,Other
1910,3,CZE,Other
1911,3,CZE,Other
1912,1,CZE,Premium
1913,3,CZE,Other
1914,3,CZE,Other
1915,3,CZE,Other
1916,3,CZE,Other
1917,21,CZE,Discount
1918,21,CZE,Discount
1919,3,CZE,Other
1920,3,CZE,Other
1921,3,CZE,Other
1922,3,CZE,Other
1923,3,CZE,Other
1924,3,CZE,Other
1925,3,CZE,Other
1926,8,CZE,"Value for money"
1927,3,CZE,Other
1928,36,CZE,Other
1929,3,CZE,Other
1930,3,CZE,Other
1931,3,CZE,Other
1932,3,CZE,Other
1933,3,CZE,Other
1934,48,CZE,Noname
1935,3,CZE,Other
1936,3,CZE,Other
1937,3,CZE,Other
1938,3,CZE,Other
1939,3,CZE,Other
1940,3,CZE,Other
1941,2,CZE,Noname
1942,3,CZE,Other
1943,2,CZE,Noname
1944,1,CZE,Premium
1945,3,CZE,Other
1946,3,CZE,Other
1947,3,CZE,Other
1948,3,CZE,Other
1949,3,CZE,Other
1950,3,CZE,Other
1951,3,CZE,Other
1952,2,CZE,Noname
1953,3,CZE,Other
1954,3,CZE,Other
1955,16,CZE,Other
1956,16,CZE,Other
1957,16,CZE,Other
1958,16,CZE,Other
1959,16,CZE,Other
1960,16,CZE,Other
1961,16,CZE,Other
1962,16,CZE,Other
1963,16,CZE,Other
1964,16,CZE,Other
1965,16,CZE,Other
1966,48,CZE,Noname
1967,48,CZE,Noname
1968,48,CZE,Noname
1969,48,CZE,Noname
1970,48,CZE,Noname
1971,16,CZE,Other
1972,48,CZE,Noname
1973,16,CZE,Other
1974,16,CZE,Other
1975,16,CZE,Other
1976,48,CZE,Noname
1977,16,CZE,Other
1978,16,CZE,Other
1979,16,CZE,Other
1980,16,CZE,Other
1981,16,CZE,Other
1982,16,CZE,Other
1983,16,CZE,Other
1984,16,CZE,Other
1985,16,CZE,Other
1986,3,CZE,Other
1987,16,CZE,Other
1988,16,CZE,Other
1989,16,CZE,Other
1990,16,CZE,Other
1991,16,CZE,Other
1992,16,CZE,Other
1993,16,CZE,Other
1994,16,CZE,Other
1995,16,CZE,Other
1996,16,CZE,Other
1997,48,CZE,Noname
1998,48,CZE,Noname
1999,3,CZE,Other
2000,3,CZE,Other
2001,6,CZE,Premium
2002,8,CZE,"Value for money"
2003,3,CZE,Other
2004,25,CZE,"Value for money"
2005,25,CZE,"Value for money"
2006,16,CZE,Other
2007,16,CZE,Other
2008,16,CZE,Other
2009,16,CZE,Other
2010,16,CZE,Other
2011,16,CZE,Other
2012,3,CZE,Other
2013,6,CZE,Premium
2014,3,CZE,Other
2015,3,CZE,Other
2016,3,CZE,Other
2017,16,CZE,Other
2018,16,CZE,Other
2019,3,CZE,Other
2020,3,CZE,Other
2021,3,CZE,Other
2022,3,CZE,Other
2023,3,CZE,Other
2024,3,CZE,Other
2025,3,CZE,Other
2026,3,CZE,Other
2027,3,CZE,Other
2028,16,CZE,Other
2029,1,CZE,Premium
2030,1,CZE,Premium
2031,3,CZE,Other
2032,3,CZE,Other
2033,3,CZE,Other
2034,3,CZE,Other
2035,3,CZE,Other
2036,3,CZE,Other
2037,3,CZE,Other
2038,33,CZE,Premium
2039,2,CZE,Noname
2040,3,CZE,Other
2041,36,CZE,Other
2042,3,CZE,Other
2043,2,CZE,Noname
2044,2,CZE,Noname
2045,2,CZE,Noname
2046,2,CZE,Noname
2047,3,CZE,Other
2048,3,CZE,Other
2049,16,CZE,Other
2050,3,CZE,Other
2051,3,CZE,Other
2052,3,CZE,Other
2053,3,CZE,Other
2054,3,CZE,Other
2055,3,CZE,Other
2056,3,CZE,Other
2057,3,CZE,Other
2058,3,CZE,Other
2059,3,CZE,Other
2060,3,CZE,Other
2061,3,CZE,Other
2062,3,CZE,Other
2063,3,CZE,Other
2064,3,CZE,Other
2065,8,CZE,"Value for money"
2066,4,CZE,Premium
2067,3,CZE,Other
2068,3,CZE,Other
2069,3,CZE,Other
2070,3,CZE,Other
2071,3,CZE,Other
2072,34,CZE,Other
2073,10,CZE,Other
2074,6,CZE,Premium
2075,1,CZE,Premium
2076,6,CZE,Premium
2077,2,CZE,Noname
2078,3,CZE,Other
2079,2,CZE,Noname
2080,3,CZE,Other
2081,14,CZE,Noname
2082,3,CZE,Other
2083,3,CZE,Other
2084,45,CZE,Other
2085,3,CZE,Other
2086,3,CZE,Other
2087,3,CZE,Other
2088,1,CZE,Premium
2089,3,CZE,Other
2090,2,CZE,Noname
2091,2,CZE,Noname
2092,3,CZE,Other
2093,16,CZE,Other
2094,3,CZE,Other
2095,2,CZE,Noname
2096,3,CZE,Other
2097,3,CZE,Other
2098,3,CZE,Other
2099,6,CZE,Premium
2100,2,CZE,Noname
2101,12,CZE,Other
2102,2,CZE,Noname
2103,3,CZE,Other
2104,3,CZE,Other
2105,3,CZE,Other
2106,3,CZE,Other
2107,3,CZE,Other
2108,3,CZE,Other
2109,3,CZE,Other
2110,3,CZE,Other
2111,20,CZE,Discount
2112,20,CZE,Discount
2113,3,CZE,Other
2114,3,CZE,Other
2115,2,CZE,Noname
2116,2,CZE,Noname
2117,3,CZE,Other
2118,3,CZE,Other
2119,2,CZE,Noname
2120,3,CZE,Other
2121,16,CZE,Other
2122,3,CZE,Other
2123,2,CZE,Noname
2124,3,CZE,Other
2125,36,CZE,Other
2126,36,CZE,Other
2127,36,CZE,Other
2128,3,CZE,Other
2129,3,CZE,Other
2130,3,CZE,Other
2131,3,CZE,Other
2132,3,CZE,Other
2133,3,CZE,Other
2134,3,CZE,Other
2135,3,CZE,Other
2136,3,CZE,Other
2137,3,CZE,Other
2138,3,CZE,Other
2139,3,CZE,Other
2140,1,CZE,Premium
2141,1,CZE,Premium
2142,16,CZE,Other
2143,3,CZE,Other
2144,44,CZE,Other
2145,2,CZE,Noname
2146,2,CZE,Noname
2147,3,CZE,Other
2148,3,CZE,Other
2149,3,CZE,Other
2150,3,CZE,Other
2151,3,CZE,Other
2152,3,CZE,Other
2153,3,CZE,Other
2154,12,CZE,Other
2155,2,CZE,Noname
2156,3,CZE,Other
2157,16,CZE,Other
2158,3,CZE,Other
2159,3,CZE,Other
2160,3,CZE,Other
2161,3,CZE,Other
2162,3,CZE,Other
2163,3,CZE,Other
2164,3,CZE,Other
2165,6,CZE,Premium
2166,3,CZE,Other
2167,3,CZE,Other
2168,3,CZE,Other
2169,3,CZE,Other
2170,4,CZE,Premium
2171,4,CZE,Premium
2172,4,CZE,Premium
2173,4,CZE,Premium
2174,4,CZE,Premium
2175,2,CZE,Noname
2176,1,CZE,Premium
2177,3,CZE,Other
2178,3,CZE,Other
2179,1,CZE,Premium
2180,1,CZE,Premium
2181,3,CZE,Other
2182,3,CZE,Other
2183,6,CZE,Premium
2184,1,CZE,Premium
2185,2,CZE,Noname
2186,2,CZE,Noname
2187,2,CZE,Noname
2188,33,CZE,Premium
2189,3,CZE,Other
2190,16,CZE,Other
2191,3,CZE,Other
2192,10,CZE,Other
2193,3,CZE,Other
2194,3,CZE,Other
2195,16,CZE,Other
2196,3,CZE,Other
2197,2,CZE,Noname
2198,2,CZE,Noname
2199,16,CZE,Other
2200,16,CZE,Other
2201,3,CZE,Other
2202,3,CZE,Other
2203,3,CZE,Other
2204,3,CZE,Other
2205,3,CZE,Other
2206,16,CZE,Other
2207,3,CZE,Other
2208,16,CZE,Other
2209,2,CZE,Noname
2210,16,CZE,Other
2211,3,CZE,Other
2212,2,CZE,Noname
2213,3,CZE,Other
2214,3,CZE,Other
2215,3,CZE,Other
2216,3,CZE,Other
2217,6,CZE,Premium
2218,3,CZE,Other
2219,3,CZE,Other
2220,3,CZE,Other
2221,2,CZE,Noname
2222,2,CZE,Noname
2223,3,CZE,Other
2224,3,CZE,Other
2225,3,CZE,Other
2226,3,CZE,Other
2227,3,CZE,Other
2228,3,CZE,Other
2229,1,CZE,Premium
2230,1,CZE,Premium
2231,1,CZE,Premium
2232,1,CZE,Premium
2233,2,CZE,Noname
2234,4,CZE,Premium
2235,4,CZE,Premium
2236,46,CZE,Other
2237,46,CZE,Other
2238,46,CZE,Other
2239,46,CZE,Other
2240,46,CZE,Other
2241,16,CZE,Other
2242,3,CZE,Other
2243,3,CZE,Other
2244,2,CZE,Noname
2245,12,CZE,Other
2246,16,CZE,Other
2247,27,CZE,Noname
2248,3,CZE,Other
2249,3,CZE,Other
2250,3,CZE,Other
2251,2,CZE,Noname
2252,3,CZE,Other
2253,3,CZE,Other
2254,3,CZE,Other
2255,3,CZE,Other
2256,3,CZE,Other
2257,3,CZE,Other
2258,24,CZE,Discount
2259,19,CZE,Discount
2260,16,CZE,Other
2261,3,CZE,Other
2262,3,CZE,Other
2263,3,CZE,Other
2264,3,CZE,Other
2265,3,CZE,Other
2266,3,CZE,Other
2267,3,CZE,Other
2268,1,CZE,Premium
2269,48,CZE,Noname
2270,48,CZE,Noname
2271,2,CZE,Noname
2272,2,CZE,Noname
