TransactionID,Date,Time,CustomerID,CardID,GasStationID,ProductID,Amount,Price
439,2012-08-24,21:36:00,11246,581207,225,5,9,199.11
440,2012-08-24,23:17:00,43758,498980,3712,2,21,515.22
441,2012-08-25,00:07:00,44802,596923,3712,2,8,189.14
442,2012-08-25,00:07:00,44802,596923,3712,25,0,127.14
443,2012-08-24,15:44:00,5585,676388,3806,2,20,479.48
444,2012-08-24,16:34:00,14370,163057,3806,2,35,827.10
445,2012-08-24,15:15:00,9632,515610,691,5,2,55.13
446,2012-08-24,16:47:00,13380,717244,3072,20,27,624.96
447,2012-08-24,15:23:00,44480,559466,3001,2,22,485.82
448,2012-08-24,16:26:00,5476,612277,3001,2,21,470.80
449,2012-08-24,16:26:00,5476,612277,3001,36,2,268.45
450,2012-08-24,14:29:00,28358,525822,1454,11,0,19.24
451,2012-08-24,14:29:00,28358,525822,1454,2,29,652.67
452,2012-08-24,14:44:00,7962,101209,360,5,3,76.40
453,2012-08-24,16:43:00,30895,726797,360,2,41,909.01
454,2012-08-24,15:17:00,26623,591880,1036,2,19,414.64
455,2012-08-24,15:13:00,28910,660305,939,2,10,241.61
456,2012-08-24,16:08:00,46707,550125,939,2,24,567.79
457,2012-08-24,14:34:00,12459,626192,1340,5,5,125.06
458,2012-08-24,18:27:00,33505,693615,3101,2,19,454.54
459,2012-08-24,16:16:00,36057,478045,3788,2,38,855.41
460,2012-08-24,16:29:00,15788,557846,1386,2,41,986.99
461,2012-08-24,18:24:00,48079,642389,1386,5,5,114.74
462,2012-08-24,16:55:00,6549,680513,585,15,0,32.85
463,2012-08-24,18:40:00,38508,346797,755,2,23,551.59
464,2012-08-24,17:18:00,17320,730199,3477,2,31,714.85
465,2012-08-24,18:18:00,31543,296777,3477,2,32,730.61
466,2012-08-24,10:01:00,30123,502748,2941,2,46,1061.97
467,2012-08-24,18:34:00,6925,79234,722,2,32,777.16
468,2012-08-24,19:13:00,8507,109820,3271,5,5,121.54
469,2012-08-24,15:41:00,6220,492921,1119,2,76,1774.63
470,2012-08-24,16:25:00,40705,588163,168,2,31,699.05
471,2012-08-24,16:27:00,33094,415256,362,2,25,623.38
472,2012-08-24,17:35:00,13417,556481,3379,9,27,658.24
473,2012-08-24,16:45:00,13030,742672,3509,2,22,491.97
474,2012-08-25,04:45:00,14773,468259,1180,2,26,584.05
475,2012-08-25,05:51:00,8832,557183,2721,5,2,54.11
476,2012-08-25,05:51:00,8832,557183,2721,7,0,8.26
477,2012-08-25,04:01:00,40118,552441,238,2,12,274.39
478,2012-08-24,22:59:00,48078,642344,566,22,22,212.82
479,2012-08-25,04:24:00,44642,586582,530,5,5,106.18
480,2012-08-25,04:49:00,17182,691397,530,2,28,637.03
481,2012-08-25,04:49:00,17182,691397,530,24,0,9.44
482,2012-08-25,04:49:00,17182,691397,530,40,2,49.77
483,2012-08-25,04:36:00,32379,520079,3581,2,25,549.47
484,2012-08-25,05:11:00,39463,523917,3581,5,4,81.83
485,2012-08-25,07:23:00,33964,644928,1682,9,63,1445.97
486,2012-08-25,07:24:00,27426,502658,3014,2,30,704.36
487,2012-08-24,17:53:00,9627,625634,3538,2,19,426.66
488,2012-08-25,06:17:00,39782,539825,3877,5,3,62.45
489,2012-08-25,05:29:00,7626,735885,5313,5,4,96.20
490,2012-08-25,06:17:00,23944,526291,5313,18,1,39.78
491,2012-08-25,06:17:00,23944,526291,5313,2,23,543.75
492,2012-08-25,06:17:00,23944,526291,5313,44,1,142.04
493,2012-08-25,05:37:00,47152,622840,1278,2,25,568.13
494,2012-08-25,05:53:00,24229,568696,1168,2,39,881.20
495,2012-08-25,06:02:00,5328,51096,1119,5,5,113.17
496,2012-08-25,07:25:00,5328,51051,1119,5,5,115.52
497,2012-08-25,05:37:00,31543,546716,2513,2,34,812.37
498,2012-08-25,07:25:00,9091,117379,2513,2,28,680.01
499,2012-08-25,07:51:00,5328,433887,5410,2,17,400.88
500,2012-08-25,06:12:00,14076,519396,1133,2,24,565.70
501,2012-08-25,06:31:00,34089,604859,1133,2,13,294.21
502,2012-08-25,06:53:00,13355,660835,1133,5,4,98.23
503,2012-08-25,06:53:00,13355,660835,1133,15,0,53.29
504,2012-08-24,22:19:00,42861,559047,2968,2,7,162.64
505,2012-08-25,06:46:00,12051,714895,2968,15,0,36.26
506,2012-08-25,07:52:00,35608,521696,2968,15,0,36.26
507,2012-08-24,17:00:00,48795,707973,658,2,27,623.39
508,2012-08-25,05:37:00,46707,737911,658,2,26,594.94
509,2012-08-25,06:49:00,10896,717029,658,5,3,80.79
510,2012-08-25,07:15:00,37435,573749,4440,2,26,624.38
511,2012-08-25,07:52:00,39690,522752,97,5,4,103.34
512,2012-08-25,07:53:00,28951,597341,4440,2,7,156.27
513,2012-08-24,19:07:00,42579,551005,3780,5,7,165.40
514,2012-08-25,02:00:00,18917,749815,3780,2,7,167.26
515,2012-08-25,03:07:00,18129,732501,1210,5,6,140.78
516,2012-08-25,07:39:00,35570,331449,1543,2,25,611.40
517,2012-08-25,08:24:00,6990,80644,1543,2,19,457.41
518,2012-08-25,08:24:00,6266,675162,5338,2,23,518.19
519,2012-08-25,08:24:00,6266,675162,5338,36,1,75.33
520,2012-08-25,00:51:00,14499,505489,1122,2,38,899.80
521,2012-08-25,08:16:00,12702,681409,1122,2,24,600.85
522,2012-08-24,19:54:00,38508,726636,3378,2,28,627.73
523,2012-08-24,20:40:00,46987,651995,3378,2,27,591.45
524,2012-08-25,08:22:00,33929,512236,3378,2,22,484.10
525,2012-08-25,08:24:00,10784,753647,2969,2,25,571.47
526,2012-08-25,08:25:00,28720,737180,1122,2,31,752.15
527,2012-08-25,08:26:00,48294,775970,339,16,1,30.04
528,2012-08-25,08:26:00,48294,775970,339,44,1,39.18
529,2012-08-25,07:17:00,33567,521262,3175,2,26,571.32
530,2012-08-24,18:12:00,19350,201092,1534,5,6,145.95
531,2012-08-24,18:59:00,7828,705924,1534,2,37,887.63
532,2012-08-24,19:16:00,32564,699779,1534,5,7,171.83
533,2012-08-25,08:36:00,12459,619970,3065,72,0,24.12
534,2012-08-25,06:24:00,13030,637178,1866,2,34,764.34
535,2012-08-24,14:40:00,20897,509271,1491,9,41,988.94
536,2012-08-25,03:49:00,23984,741909,1491,5,5,116.21
537,2012-08-25,08:37:00,12702,660651,944,2,24,551.40
538,2012-08-25,08:57:00,47918,623400,944,2,15,362.42
539,2012-08-25,08:54:00,47172,605147,487,2,9,212.02
540,2012-08-25,06:21:00,44347,550519,643,2,10,249.76
541,2012-08-25,08:54:00,7729,714691,643,2,31,739.20
542,2012-08-25,08:54:00,7729,714691,643,11,0,17.85
543,2012-08-24,19:45:00,42223,655955,3443,2,27,618.76
544,2012-08-25,06:07:00,27321,618554,3443,5,5,126.56
545,2012-08-25,08:57:00,35155,574579,3443,2,20,471.89
546,2012-08-25,08:58:00,22989,594919,1944,15,0,38.69
547,2012-08-25,08:58:00,5476,612007,278,2,25,567.98
548,2012-08-25,06:43:00,47057,532815,3009,2,28,625.73
549,2012-08-25,09:35:00,6220,702023,3388,2,114,2591.93
550,2012-08-24,15:14:00,7266,628998,2718,5,5,114.56
551,2012-08-24,15:14:00,7266,628998,2718,12,0,8.89
552,2012-08-24,19:14:00,7626,735126,2718,5,5,122.74
553,2012-08-24,17:12:00,12735,611592,2984,2,18,416.77
554,2012-08-24,17:12:00,12735,611592,2984,15,0,31.39
555,2012-08-24,17:48:00,17298,531277,2984,5,4,104.75
556,2012-08-25,06:49:00,43485,476632,3419,2,21,481.57
557,2012-08-25,07:19:00,30036,500426,1445,2,25,562.20
558,2012-08-25,07:51:00,26147,496912,1445,2,41,924.31
559,2012-08-25,08:52:00,19182,519114,2340,2,33,749.93
560,2012-08-25,09:02:00,31543,706934,2340,2,26,593.47
561,2012-08-25,10:12:00,32029,491777,1271,15,0,24.09
562,2012-08-25,10:14:00,40601,603002,2902,2,34,836.34
563,2012-08-25,10:10:00,7471,628498,279,2,23,540.82
564,2012-08-25,08:21:00,24301,729358,3013,20,23,543.29
565,2012-08-25,09:24:00,24700,607212,3868,5,2,45.87
566,2012-08-25,09:30:00,7471,497717,457,2,13,294.55
567,2012-08-25,10:23:00,5983,65878,457,5,6,138.06
568,2012-08-25,09:59:00,21312,600627,3404,2,134,3090.45
569,2012-08-25,08:59:00,46038,677721,397,15,0,43.56
570,2012-08-25,10:21:00,29464,555290,397,15,0,28.96
571,2012-08-25,09:31:00,8309,105741,1133,2,24,553.12
572,2012-08-25,09:12:00,41113,442969,3947,2,37,863.66
573,2012-08-25,10:17:00,19182,199529,3947,5,2,39.61
574,2012-08-25,06:58:00,46036,518348,691,20,27,614.96
575,2012-08-25,07:28:00,43883,509713,2552,2,28,642.24
576,2012-08-25,08:39:00,19131,566018,2552,2,14,326.89
577,2012-08-25,07:26:00,19131,618814,2964,5,3,80.01
578,2012-08-25,08:16:00,47057,532565,267,2,22,481.19
579,2012-08-25,09:05:00,679,752560,267,2,107,92.26
580,2012-08-25,04:44:00,10701,512371,651,2,22,508.54
581,2012-08-25,11:06:00,31391,522952,651,2,35,843.33
582,2012-08-24,16:22:00,25171,549666,312,5,6,139.94
583,2012-08-24,16:52:00,19907,402878,312,2,34,798.01
584,2012-08-25,04:34:00,24704,601257,312,5,4,92.28
585,2012-08-25,11:08:00,8168,765012,312,2,37,871.68
586,2012-08-25,07:33:00,6056,501029,1010,7,0,33.86
587,2012-08-25,06:49:00,8901,654760,3547,48,16,492.31
588,2012-08-25,07:32:00,30467,595920,3547,2,20,468.24
589,2012-08-25,11:11:00,27321,690617,214,2,106,2386.16
590,2012-08-25,08:16:00,27014,475253,3562,2,13,307.20
591,2012-08-25,09:06:00,19907,440355,3562,2,33,778.84
592,2012-08-25,08:28:00,41691,636406,1083,2,41,998.07
593,2012-08-25,09:05:00,18917,602949,1083,5,1,26.44
594,2012-08-25,11:58:00,44154,677274,1083,9,68,1714.40
595,2012-08-25,12:00:00,5982,415196,708,11,0,26.50
596,2012-08-25,11:30:00,12459,651862,1161,2,52,1164.23
597,2012-08-25,11:42:00,12459,148093,1161,2,42,934.30
598,2012-08-25,11:47:00,12459,640006,1161,2,30,670.30
599,2012-08-25,11:55:00,12459,148090,1161,2,45,1014.05
600,2012-08-25,11:59:00,12459,734140,1161,2,34,755.30
601,2012-08-25,11:04:00,38679,593192,1122,5,5,112.74
602,2012-08-25,10:47:00,19182,199428,3289,2,28,645.52
603,2012-08-25,11:58:00,7216,648900,3289,5,4,97.67
604,2012-08-25,12:02:00,7216,648900,3289,11,0,9.76
605,2012-08-25,12:02:00,7216,648900,3289,12,0,9.40
606,2012-08-25,06:43:00,8594,592912,3380,5,5,119.24
607,2012-08-25,02:50:00,7962,101000,1172,2,79,1794.39
608,2012-08-25,07:49:00,27026,617933,1172,2,16,355.02
609,2012-08-25,08:07:00,11471,714854,1173,2,26,564.01
610,2012-08-25,08:23:00,26780,617716,2426,5,6,133.01
611,2012-08-25,10:04:00,19455,505865,3445,7,0,21.06
612,2012-08-24,08:55:00,34922,506443,3922,2,30,672.55
613,2012-08-24,14:17:00,38508,605267,3922,2,29,633.19
614,2012-08-24,18:48:00,30618,483779,3307,5,4,98.20
615,2012-08-25,13:04:00,20709,725542,3307,2,10,232.25
616,2012-08-25,11:58:00,8619,111871,834,2,29,649.98
617,2012-08-25,12:25:00,8619,592314,834,2,25,560.33
618,2012-08-25,13:07:00,8619,736178,834,2,23,504.30
619,2012-08-25,12:57:00,6266,601996,3513,2,25,586.58
620,2012-08-25,12:57:00,6266,601996,3513,15,0,41.12
621,2012-08-25,13:08:00,5476,612308,3513,5,6,140.67
622,2012-08-25,13:08:00,5476,612308,3513,15,0,53.29
623,2012-08-25,09:46:00,30816,655437,2642,5,5,118.42
624,2012-08-25,12:26:00,12776,708412,2642,2,24,531.33
625,2012-08-25,12:58:00,5513,606668,530,2,25,579.96
626,2012-08-25,14:03:00,16734,557937,530,5,5,116.88
627,2012-08-25,14:03:00,20447,568523,1395,5,2,58.19
628,2012-08-25,05:11:00,8935,567223,854,2,35,806.31
629,2012-08-25,14:04:00,30895,726801,854,2,20,460.75
630,2012-08-25,10:01:00,5328,51052,3806,5,5,125.52
631,2012-08-25,14:05:00,45868,622291,3806,5,1,29.10
632,2012-08-25,08:48:00,41064,606328,803,9,59,1372.60
633,2012-08-25,08:48:00,41064,606328,803,11,0,34.86
634,2012-08-25,08:48:00,41064,606328,803,7,0,49.22
635,2012-08-25,09:10:00,10784,751787,803,15,0,53.29
636,2012-08-25,13:52:00,19907,208975,803,2,23,525.99
637,2012-08-24,20:11:00,18831,732572,2099,5,9,212.03
638,2012-08-25,14:08:00,46890,508029,2099,5,5,134.60
639,2012-08-25,13:12:00,5983,533478,264,2,23,497.27
640,2012-08-25,14:04:00,20709,699294,264,2,0,6.09
641,2012-08-25,14:10:00,20709,699294,264,2,18,397.94
642,2012-08-25,12:06:00,31543,686072,1534,15,0,60.59
643,2012-08-25,08:52:00,19182,519111,3002,2,14,312.32
644,2012-08-25,15:00:00,17057,658288,3002,2,17,385.27
645,2012-08-25,12:48:00,5425,403840,2440,2,27,660.75
646,2012-08-25,12:48:00,5425,403840,2440,25,0,150.39
647,2012-08-25,11:42:00,45582,570016,836,2,36,848.61
648,2012-08-25,14:59:00,6990,80670,3453,2,11,263.34
649,2012-08-25,12:03:00,31531,619197,3505,2,14,337.41
650,2012-08-25,12:15:00,18751,522345,3505,2,18,422.26
651,2012-08-25,13:45:00,29594,500211,1166,5,6,134.58
652,2012-08-25,07:53:00,11597,627700,3694,5,5,120.72
653,2012-08-25,15:08:00,17298,615361,3694,5,5,123.46
654,2012-08-25,08:14:00,28535,629689,89,2,37,805.97
655,2012-08-25,08:14:00,28535,629689,89,5,1,26.39
656,2012-08-25,15:59:00,11751,544887,1200,5,5,107.33
657,2012-08-25,09:40:00,23670,516775,3907,2,16,370.38
658,2012-08-25,16:24:00,23078,648851,3907,5,3,72.73
659,2012-08-25,14:16:00,33094,465416,3780,2,23,532.55
660,2012-08-25,15:51:00,15618,611303,3780,5,7,155.53
661,2012-08-25,14:15:00,34528,540349,3317,5,7,160.20
662,2012-08-25,15:30:00,33094,518300,3317,2,10,224.76
663,2012-08-25,10:04:00,16701,426829,2912,2,22,515.13
664,2012-08-25,11:29:00,48079,642400,2912,5,1,14.57
665,2012-08-25,10:48:00,46987,518727,1276,2,27,594.35
666,2012-08-25,16:27:00,16220,703408,3138,15,0,72.76
667,2012-08-25,16:28:00,12064,144983,3138,2,27,587.33
668,2012-08-25,16:28:00,12064,144983,3138,23,1,123.91
669,2012-08-25,16:42:00,38675,612714,3138,2,22,491.03
670,2012-08-24,18:33:00,12385,624432,1558,31,36,1001.20
671,2012-08-25,12:31:00,1057,585106,1558,2,28,695.87
672,2012-08-25,12:05:00,34882,764205,3089,2,30,678.73
673,2012-08-25,11:57:00,38057,560154,1886,2,15,335.29
674,2012-08-25,12:11:00,48294,764034,1886,9,21,470.34
675,2012-08-25,14:43:00,41875,689960,1886,9,38,873.14
676,2012-08-25,08:41:00,11078,529031,1535,2,19,447.98
677,2012-08-25,16:32:00,16522,715161,2705,2,37,911.35
678,2012-08-25,09:23:00,10819,131634,2171,5,6,145.96
679,2012-08-25,11:46:00,20605,706154,2988,5,6,133.36
680,2012-08-25,11:48:00,43671,487761,3656,2,25,622.85
681,2012-08-25,15:04:00,24700,628852,3475,2,3,63.03
682,2012-08-25,15:31:00,24700,607212,3475,5,1,20.75
683,2012-08-25,13:02:00,5328,51093,3173,2,30,687.38
684,2012-08-25,13:02:00,5328,51093,3173,11,0,20.08
685,2012-08-25,14:47:00,35570,675877,3173,2,35,787.96
686,2012-08-25,17:08:00,23861,534201,3173,5,1,32.13
687,2012-08-25,17:38:00,26658,539628,3173,2,137,3090.39
688,2012-08-25,14:50:00,28134,569990,563,2,24,529.74
689,2012-08-25,17:38:00,46987,750455,563,2,27,593.57
690,2012-08-25,11:50:00,14955,494761,92,2,23,507.67
691,2012-08-25,03:52:00,7626,736054,378,19,12,292.06
692,2012-08-25,15:53:00,15581,575890,378,5,5,109.25
693,2012-08-25,08:57:00,15692,686434,168,2,22,493.43
694,2012-08-25,14:46:00,35570,613100,981,2,8,183.24
695,2012-08-25,16:19:00,41817,647904,981,2,19,423.91
696,2012-08-25,17:38:00,7471,415201,981,12,0,19.05
697,2012-08-25,17:38:00,7471,415201,981,36,1,198.60
698,2012-08-25,13:12:00,18751,510085,2966,2,14,312.19
699,2012-08-25,00:13:00,41113,368366,5368,2,33,758.86
700,2012-08-25,04:10:00,48793,707950,5368,2,28,652.98
701,2012-08-25,18:18:00,35801,618449,5368,2,15,348.25
702,2012-08-25,04:14:00,34580,554277,485,2,69,1558.37
703,2012-08-25,05:55:00,12064,733522,485,5,2,56.32
704,2012-08-25,08:34:00,28134,736663,485,2,26,592.86
705,2012-08-25,12:30:00,19350,630577,621,15,0,72.76
706,2012-08-25,16:17:00,12702,555891,621,15,0,43.56
707,2012-08-25,16:17:00,12702,555891,621,2,28,646.20
708,2012-08-25,16:43:00,47057,532993,621,2,27,639.46
709,2012-08-25,09:03:00,10784,751783,485,5,6,142.26
710,2012-08-25,09:46:00,5328,51078,485,2,27,616.95
711,2012-08-25,15:16:00,30816,497192,485,5,5,125.80
712,2012-08-25,03:44:00,12459,704009,747,2,25,572.07
713,2012-08-25,05:35:00,15842,568047,747,9,52,1294.06
714,2012-08-25,18:40:00,6155,627432,960,2,28,655.08
715,2012-08-25,18:40:00,6155,627432,960,11,0,35.98
716,2012-08-25,14:21:00,31543,296636,3056,5,5,113.02
717,2012-08-25,13:26:00,6822,556888,1293,20,29,662.42
718,2012-08-25,17:24:00,15718,614431,3317,5,3,58.50
719,2012-08-25,10:26:00,15338,508962,474,5,5,109.14
720,2012-08-25,15:35:00,44480,559404,474,2,31,682.33
721,2012-08-25,16:46:00,36195,675622,474,2,25,544.53
722,2012-08-25,18:01:00,46199,613603,768,11,0,16.46
723,2012-08-25,10:58:00,19131,196060,64,31,30,817.19
724,2012-08-25,10:59:00,19131,196060,64,11,0,35.98
725,2012-08-25,11:08:00,6718,691593,64,2,27,634.80
726,2012-08-25,16:49:00,19131,620124,64,2,22,530.24
727,2012-08-25,11:43:00,6266,628172,636,2,22,499.80
728,2012-08-25,13:35:00,42861,569631,1178,2,21,468.49
729,2012-08-24,22:10:00,44865,685303,3114,2,84,1924.35
730,2012-08-25,04:50:00,31825,670293,3114,2,101,2328.72
731,2012-08-25,03:11:00,17701,649693,65,2,33,777.10
732,2012-08-25,11:41:00,33239,571375,65,31,23,618.64
733,2012-08-25,05:01:00,38727,646405,3115,2,36,857.07
734,2012-08-25,05:01:00,38727,646405,3115,24,0,10.63
735,2012-08-25,08:21:00,38727,489142,3115,2,11,258.31
736,2012-08-25,12:35:00,34393,325235,1337,2,25,574.90
737,2012-08-25,16:59:00,33094,308554,3121,2,42,1039.14
738,2012-08-25,17:15:00,27038,582593,3121,2,27,666.73
739,2012-08-25,19:12:00,651,595267,3121,2,31,771.85
740,2012-08-25,19:13:00,19870,636246,3121,2,28,677.44
741,2012-08-25,14:19:00,16767,563367,1205,9,38,996.08
742,2012-08-25,14:33:00,12702,470449,1205,2,26,618.04
743,2012-08-25,17:05:00,24700,696504,1205,2,5,125.03
744,2012-08-25,12:47:00,5328,51047,1187,5,5,116.03
745,2012-08-25,08:49:00,42579,679176,1206,5,5,134.28
746,2012-08-25,12:21:00,15375,565653,1206,9,42,1099.42
747,2012-08-25,12:37:00,44480,559471,1206,2,22,533.96
748,2012-08-25,09:42:00,42461,644722,678,2,21,488.50
749,2012-08-24,19:39:00,46707,763198,1440,2,24,545.41
750,2012-08-25,06:44:00,48294,695654,1440,5,4,87.29
751,2012-08-25,15:58:00,19182,422830,748,8,43,1110.65
752,2012-08-25,10:41:00,28134,430411,1426,2,25,569.13
753,2012-08-25,16:32:00,39670,643302,748,2,10,228.44
754,2012-08-25,12:01:00,6925,79593,1153,2,35,815.05
755,2012-08-25,09:43:00,23953,545904,3483,2,25,575.09
756,2012-08-25,13:39:00,7061,480174,3483,2,20,472.14
757,2012-08-25,13:29:00,11597,588988,869,5,4,86.36
758,2012-08-25,09:28:00,45671,655283,555,5,6,128.83
759,2012-08-25,17:20:00,45671,655279,555,5,6,131.51
760,2012-08-25,13:16:00,7626,735068,1191,5,5,124.05
761,2012-08-25,07:41:00,46036,664916,1154,2,17,387.30
762,2012-08-25,12:13:00,25805,615109,354,5,6,132.29
763,2012-08-24,16:16:00,11189,764509,1174,2,14,320.78
764,2012-08-24,16:51:00,47554,593028,1174,2,63,1426.08
765,2012-08-25,15:55:00,30111,502786,1174,2,25,573.03
766,2012-08-25,15:55:00,30111,502786,1174,7,0,22.40
767,2012-08-25,08:24:00,5476,612187,259,2,24,556.24
768,2012-08-25,06:30:00,6155,683845,3923,2,26,613.49
769,2012-08-25,12:54:00,20902,733454,3923,2,11,251.73
770,2012-08-25,18:21:00,24700,693943,3258,5,1,29.11
771,2012-08-24,19:39:00,18831,732572,3576,5,1,14.92
772,2012-08-24,19:39:00,18831,732572,3576,36,1,164.36
773,2012-08-25,11:56:00,36380,672874,491,5,5,108.28
774,2012-08-25,11:48:00,7628,723056,2516,5,6,143.29
775,2012-08-25,09:47:00,16358,684414,1353,2,51,1192.45
776,2012-08-25,17:44:00,7630,723782,1353,5,5,120.10
777,2012-08-25,09:26:00,49788,753567,5274,2,26,614.80
778,2012-08-25,04:21:00,12064,144874,389,2,66,1440.62
779,2012-08-25,08:47:00,7962,621691,389,5,4,82.67
780,2012-08-25,16:15:00,24700,564532,409,5,1,25.49
781,2012-08-25,06:30:00,32379,737966,398,5,1,26.05
782,2012-08-25,08:56:00,5585,554655,1291,5,4,91.10
783,2012-08-25,07:34:00,40511,607070,113,2,13,295.09
784,2012-08-25,09:37:00,19907,208962,113,2,23,511.32
785,2012-08-25,11:11:00,7626,735628,1075,5,1,29.60
786,2012-08-25,11:47:00,7626,735156,1075,5,5,118.41
787,2012-08-25,07:32:00,5328,51058,1033,5,5,107.51
788,2012-08-25,11:09:00,15788,677914,1033,5,3,66.35
789,2012-08-25,11:09:00,15788,677914,1033,12,0,8.64
790,2012-08-25,15:05:00,27321,599682,935,5,5,124.49
791,2012-08-25,10:21:00,31256,590130,441,2,14,350.78
792,2012-08-25,10:21:00,31256,590130,441,15,0,53.29
793,2012-08-25,05:47:00,12073,588532,1523,2,20,455.32
794,2012-08-25,12:05:00,25986,621436,1523,2,28,639.31
795,2012-08-25,06:13:00,21914,630834,2622,2,17,402.25
796,2012-08-25,19:56:00,30733,645146,2622,2,21,483.66
797,2012-08-25,06:40:00,24858,600854,2728,20,30,654.19
798,2012-08-25,09:11:00,7471,673638,2728,20,24,524.60
799,2012-08-25,07:26:00,6718,711383,3329,2,18,430.69
800,2012-08-25,10:13:00,38508,475630,3329,2,32,756.99
801,2012-08-25,11:54:00,22994,430325,3329,2,25,597.19
802,2012-08-25,20:40:00,7626,735351,3807,5,4,88.21
803,2012-08-25,09:09:00,28951,597341,148,2,37,847.67
804,2012-08-25,08:47:00,31543,424015,1570,2,23,512.57
805,2012-08-25,15:47:00,11560,472098,1570,23,1,66.28
806,2012-08-25,17:00:00,15254,516183,1570,5,3,69.80
807,2012-08-25,14:42:00,13550,715434,2231,15,0,53.29
808,2012-08-25,11:55:00,47979,631697,2074,2,81,1942.89
809,2012-08-25,12:44:00,34803,563820,106,2,18,421.89
810,2012-08-25,11:54:00,18575,732525,1229,23,1,33.62
811,2012-08-25,11:54:00,18575,732525,1229,18,1,29.66
812,2012-08-25,11:54:00,18575,732525,1229,20,22,500.93
813,2012-08-25,09:01:00,11597,140939,1371,2,24,535.26
814,2012-08-25,08:43:00,19182,199529,640,5,6,155.66
815,2012-08-25,17:09:00,15825,568044,640,19,15,378.12
816,2012-08-25,15:59:00,11159,623458,522,2,16,371.69
817,2012-08-25,11:27:00,5983,533593,3383,2,24,577.84
818,2012-08-25,11:22:00,27757,542029,1271,9,38,882.88
819,2012-08-25,11:22:00,27757,542029,1271,18,0,21.70
820,2012-08-25,17:27:00,48294,764027,1271,5,2,56.76
821,2012-08-25,13:55:00,22458,633977,1179,19,12,297.45
822,2012-08-25,14:28:00,33094,308630,1157,2,35,797.57
823,2012-08-25,13:25:00,22994,654107,1248,15,0,38.69
824,2012-08-25,16:35:00,12711,575883,575,5,4,93.92
825,2012-08-25,07:39:00,34089,597354,3389,5,4,89.30
826,2012-08-25,14:47:00,44638,586574,325,5,4,81.17
827,2012-08-25,10:56:00,5381,673559,184,2,25,591.54
828,2012-08-25,12:01:00,47708,630798,649,5,6,144.40
829,2012-08-25,16:08:00,19182,199229,892,2,34,774.38
830,2012-08-25,16:08:00,19182,199229,892,11,0,26.50
831,2012-08-25,11:05:00,6768,76237,3248,2,34,810.87
832,2012-08-25,19:07:00,19182,533888,3152,2,27,624.45
833,2012-08-25,19:10:00,7626,735277,3387,5,5,114.56
834,2012-08-25,17:35:00,19131,423172,3388,5,4,98.58
835,2012-08-25,11:47:00,48490,764186,3281,22,20,200.52
836,2012-08-25,21:00:00,30895,521559,640,2,17,405.43
837,2012-08-25,12:38:00,17163,671515,5338,2,39,872.93
838,2012-08-25,16:15:00,30895,434303,94,2,20,460.75
839,2012-08-25,09:20:00,13880,629621,1655,5,2,56.10
840,2012-08-25,09:27:00,10355,499876,1655,25,0,200.51
841,2012-08-25,12:36:00,5476,612114,1655,5,6,153.49
842,2012-08-25,06:51:00,21887,594528,2296,2,49,1154.22
843,2012-08-25,13:07:00,26545,606700,1314,2,25,574.81
844,2012-08-25,12:38:00,19182,602281,3846,2,30,675.11
845,2012-08-25,15:19:00,12064,144971,3800,5,5,120.23
846,2012-08-25,08:53:00,5340,622854,2568,2,10,233.00
847,2012-08-25,17:24:00,13943,530940,2304,5,5,114.37
848,2012-08-25,09:40:00,11238,134938,2376,2,35,793.33
849,2012-08-25,10:36:00,47418,640700,2595,2,26,597.34
850,2012-08-25,14:29:00,7626,735996,2595,19,14,345.83
851,2012-08-25,15:23:00,19870,674048,2595,2,26,605.62
852,2012-08-25,15:23:00,19870,674048,2595,15,0,21.66
853,2012-08-25,09:32:00,44808,596938,3880,2,46,963.67
854,2012-08-25,12:48:00,32153,658935,3880,5,6,138.03
855,2012-08-25,00:16:00,2581,607253,3616,2,62,60.29
856,2012-08-25,05:11:00,25664,683052,3864,2,25,579.50
857,2012-08-25,05:43:00,42727,689726,3864,2,20,460.75
858,2012-08-25,12:22:00,42727,623927,3864,2,41,921.50
859,2012-08-25,10:25:00,7938,493815,3372,9,154,3600.84
860,2012-08-25,11:29:00,5381,607720,4409,2,25,553.71
861,2012-08-25,15:53:00,42861,463667,438,2,27,593.09
862,2012-08-25,08:28:00,33094,308520,5481,2,14,312.25
863,2012-08-25,16:48:00,18788,572610,726,2,24,551.65
864,2012-08-25,14:17:00,33897,512340,3052,2,26,543.73
865,2012-08-25,16:38:00,22477,633588,3380,2,31,694.74
866,2012-08-25,09:18:00,5476,611911,3164,5,5,111.25
867,2012-08-25,07:29:00,40358,561563,2639,2,16,374.37
868,2012-08-25,07:34:00,6266,662018,2639,9,39,1033.30
869,2012-08-25,07:34:00,6266,662018,2639,11,0,35.98
870,2012-08-25,08:57:00,15215,639314,2639,5,4,88.69
871,2012-08-25,09:25:00,44644,653028,2639,9,34,892.11
872,2012-08-25,11:55:00,19907,433651,2639,2,24,582.87
873,2012-08-25,18:08:00,44480,385510,145,5,4,103.57
874,2012-08-25,15:20:00,20620,633973,3370,2,5,118.31
875,2012-08-25,11:56:00,6888,421920,776,5,3,69.64
876,2012-08-25,17:50:00,43812,498210,2542,22,26,285.41
877,2012-08-25,16:20:00,22029,562088,3491,16,1,21.14
